id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed
725,Cistus creticus,Cistus creticus,Cistus incanus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,smoke_Powdered charred wood (0.5 g),0,0,none,18,12,90,1,
714,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,none,0,0,none,18,12,90,0,
715,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_100°C_5 min,cold_4-5°C_1 month,none,0,0,none,18,12,90,37,
716,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_110°C_5 min,cold_4-5°C_1 month,none,0,0,none,18,12,90,40,
717,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,smoke_Powdered charred wood (0.5 g),0,0,none,18,12,90,0,
1009,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,20,
1012,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh_1 month,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,18,
1015,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,102,
1018,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,130,
1021,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Fethiye (TR),Turkey,TR,36.725866,28.990324,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,190,
618,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,none,none,none,0,0,none,20,20,100,5,
619,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_60°C_5 min,none,none,0,0,none,20,20,100,13,
620,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_80°C_5 min,none,none,0,0,none,20,20,100,27,
621,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_100°C_5 min,none,none,0,0,none,20,20,100,50,
622,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_120°C_5 min,none,none,0,0,none,20,20,100,66,
623,Cistus creticus,Cistus creticus,Cistus creticus,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.71666667,28.16666667,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_140°C_5 min,none,none,0,0,none,20,20,100,46,
1010,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,none,none,none,0,0,none,20,20,200,0,
1013,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh_1 month,agar,90,"Fresh_Summer treatment (30 days)_germination chamber daily cycles (24 hours) of 3 hours at 31°C, 4 hours at 43°C, 3 hours at 33°C and 14 hours at 18°C_30% moisture_dark",none,none,0,0,none,20,20,200,4,
1016,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_100°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,4,
1019,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_120°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,60,
1022,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1371/journal.pone.0051523,2009,Datça (TR),Turkey,TR,36.681477,27.404902,10000,fresh,agar,90,fire_150°C_electric oven_dark_room moisture_5 min,none,none,0,0,none,20,20,200,140,
3097,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1023/A:1009773105854,1994,Patras University campus,Greece,GR,38.28934088,21.78514791,1.00E+05,fresh,paper,nd,none,none,sterilised with 4% v/v NaOCl,0,12,UV-B,15,15,50,1,
3098,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1023/A:1009773105854,1994,Patras University campus,Greece,GR,38.28934088,21.78514791,1.00E+05,fresh,paper,nd,mechanical_glass paper_30 min incubation_100°C,none,sterilised with 4% v/v NaOCl,0,12,UV-B,15,15,50,21,
3095,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1023/A:1009773105854,1994,Patras University campus,Greece,GR,38.28934088,21.78514791,1.00E+05,fresh,paper,nd,none,none,sterilised with 4% v/v NaOCl,0,12,white,15,15,50,2,
3096,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1023/A:1009773105854,1994,Patras University campus,Greece,GR,38.28934088,21.78514791,1.00E+05,fresh,paper,nd,mechanical_glass paper_30 min incubation_100°C,none,sterilised with 4% v/v NaOCl,0,12,white,15,15,50,21,
718,Cistus creticus,Cistus creticus,Cistus incanus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,none,0,12,white,18,12,90,2,
719,Cistus creticus,Cistus creticus,Cistus incanus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_100°C_5 min,cold_4-5°C_1 month,none,0,12,white,18,12,90,38,
720,Cistus creticus,Cistus creticus,Cistus incanus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_110°C_5 min,cold_4-5°C_1 month,none,0,12,white,18,12,90,39,
721,Cistus creticus,Cistus creticus,Cistus incanus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,smoke_Powdered charred wood (0.5 g),0,12,white,18,12,90,0,
710,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,none,0,12,white,18,12,90,1,
711,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_100°C_5 min,cold_4-5°C_1 month,none,0,12,white,18,12,90,41,
712,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,dry heat_110°C_5 min,cold_4-5°C_1 month,none,0,12,white,18,12,90,43,
713,Cistus creticus,Cistus creticus,Cistus creticus,,,,10.1080/07929978.1999.10676746,1996,"phrygana communities in southern Greece, including the islands of Naxos, Sandrini, and Crete",Greece,GR,36.76253541,22.45208699,5.00E+05,stored_room conditions_3 months,paper,nd,none,cold_4-5°C_1 month,smoke_Powdered charred wood (0.5 g),0,12,white,18,12,90,0,
860,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_5 min,none,none,0,0,none,20,20,100,19,
861,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_10 min,none,none,0,0,none,20,20,100,22,
862,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_5 min,none,none,0,0,none,20,20,100,42,
863,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_10 min,none,none,0,0,none,20,20,100,50,
864,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,73,
865,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_10 min,none,none,0,0,none,20,20,100,48,
866,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_120°C_5 min,none,none,0,0,none,20,20,100,51,
867,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,none,0,0,none,20,20,100,11,
868,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_1 : 1,0,0,none,20,20,100,18,
869,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_smoke 1 : 10,0,0,none,20,20,100,14,
870,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,water control (pH 5.53; seeds immersed in distilled water for 24 h before sowing,0,0,none,20,20,100,18,
2827,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  70°C),none,none,0,0,none,20,20,80,14,
2828,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  70°C),none,none,0,0,none,20,20,80,12,
2829,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  70°C),none,none,0,0,none,20,20,80,7,
2830,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  80°C),none,none,0,0,none,20,20,80,20,
2831,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  80°C),none,none,0,0,none,20,20,80,24,
2832,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  80°C),none,none,0,0,none,20,20,80,27,
2833,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  90°C),none,none,0,0,none,20,20,80,35,
2834,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  90°C),none,none,0,0,none,20,20,80,35,
2835,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  90°C),none,none,0,0,none,20,20,80,47,
2836,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  100°C),none,none,0,0,none,20,20,80,44,
2837,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  100°C),none,none,0,0,none,20,20,80,28,
2838,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  100°C),none,none,0,0,none,20,20,80,13,
2839,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  110°C),none,none,0,0,none,20,20,80,54,
2840,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  110°C),none,none,0,0,none,20,20,80,46,
2841,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  110°C),none,none,0,0,none,20,20,80,34,
2842,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  120°C),none,none,0,0,none,20,20,80,55,
2843,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  120°C),none,none,0,0,none,20,20,80,44,
2844,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  120°C),none,none,0,0,none,20,20,80,35,
2845,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_1 min;  130°C),none,none,0,0,none,20,20,80,52,
2846,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_5 min;  130°C),none,none,0,0,none,20,20,80,35,
2847,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,fresh_5±1°C_1 month,paper,60,heat_10 min;  130°C),none,none,0,0,none,20,20,80,0,
2848,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  70°C),none,none,0,0,none,20,20,80,22,
2849,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  70°C),none,none,0,0,none,20,20,80,25,
2850,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  70°C),none,none,0,0,none,20,20,80,33,
2851,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  80°C),none,none,0,0,none,20,20,80,31,
2852,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  80°C),none,none,0,0,none,20,20,80,41,
2853,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  80°C),none,none,0,0,none,20,20,80,32,
2854,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  90°C),none,none,0,0,none,20,20,80,40,
2855,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  90°C),none,none,0,0,none,20,20,80,51,
2856,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  90°C),none,none,0,0,none,20,20,80,45,
2857,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  100°C),none,none,0,0,none,20,20,80,29,
2858,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  100°C),none,none,0,0,none,20,20,80,32,
2859,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  100°C),none,none,0,0,none,20,20,80,21,
2860,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  110°C),none,none,0,0,none,20,20,80,30,
2861,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  110°C),none,none,0,0,none,20,20,80,17,
2862,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  110°C),none,none,0,0,none,20,20,80,22,
2863,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  120°C),none,none,0,0,none,20,20,80,28,
2864,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  120°C),none,none,0,0,none,20,20,80,15,
2865,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  120°C),none,none,0,0,none,20,20,80,17,
2866,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_1 min;  130°C),none,none,0,0,none,20,20,80,21,
2867,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_5 min;  130°C),none,none,0,0,none,20,20,80,1,
2868,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.2478/v10090-010-0011-2,2009,Bosco di S. Pietro,Italy,IT,37.28333333,14.43333333,1000,stored_5±1°C_6 month,paper,60,heat_10 min;  130°C),none,none,0,0,none,20,20,80,0,
1237,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,0,12,white,20,20,95,59,
1242,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,none,none,PEG,0,12,white,20,20,106,35,
1247,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.15,12,white,20,20,83,20,
1252,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,none,none,PEG,-0.15,12,white,20,20,102,27,
1257,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.3,12,white,20,20,64,8,
1262,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,none,none,PEG,-0.3,12,white,20,20,93,4,
1267,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,fire_100 °C_10 min_smoke_20 min,none,smoke_20min + PEG,-0.45,12,white,20,20,74,0,
1272,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1111/plb.12450,2010,nd,France,FR,43.74,3.59,10000,fresh,paper,60,none,none,PEG,-0.45,12,white,20,20,97,1,
1542,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,none,0,16,white,24,16,125,46,
1543,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,smoke-5 min,0,16,white,24,16,125,43,
1544,Cistus monspeliensis,Cistus monspeliensis,Cistus monspeliensis,,,,10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,smoke-10 min,0,16,white,24,16,125,42,
